instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,max_vehicles,exempt_lower_vehicle,exempt_upper_vehicle,exempt_vehicles_inactive,time_global_span_coef,post_resequence,arc_lambda,arc_tau,arc_coef,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,short_routes,travel_sec,balance,balance_excl_min,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
battery-sparse-n500,500,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,15,1,0,0,0,False,0.0,56.9,1,,,,,2,1,per-start,120,10,0,0,0,20279,0.447,0.727,1364,4548,8344,10184,14,4,0.536,38.8,0.253,0.743,0.556,10856,13285,6994,12480,120.36,0.059,0.178,0.31,119.69,0.002,0.0
battery-sparse-n500,500,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,15,1,0,0,0,False,0.0,56.9,1,,,,,3,1,per-start,120,10,0,0,0,20100,0.471,0.692,1312,4868,8174,10335,15,8,0.677,34.3,0.251,0.742,0.556,10677,13285,6815,12000,120.35,0.057,0.161,0.291,119.711,0.002,0.0
area-26-n157,157,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,8,1,0,1,0,False,0.0,48.1,1,,,,,1,1,per-start,120,3,0,0,0,4999,0.904,0.974,336,7488,8068,8283,2,4,0.228,13.67,0.21,0.736,0.581,2616,3618,1381,2760,120.06,0.006,0.016,0.04,119.96,0.001,0.0
area-26-n157,157,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,8,1,0,2,0,False,0.0,48.1,1,,,,,2,1,per-start,120,3,0,0,0,4461,0.784,0.836,819,6974,7432,8895,2,5,0.114,5.67,0.191,0.719,0.581,2078,3618,843,2760,120.06,0.006,0.016,0.041,119.958,0.001,0.0
area-26-n157,157,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,8,1,0,2,0,False,0.0,48.1,1,,,,,3,1,per-start,120,3,0,0,0,5092,0.877,0.964,436,7387,8119,8426,4,5,0.044,6.67,0.213,0.739,0.581,2709,3618,1474,2760,120.06,0.006,0.016,0.041,119.958,0.001,0.0
area-27-n72,72,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,7,1,0,1,0,False,0.0,29.8,1,,,,,1,1,per-start,120,1,0,0,0,1456,1.0,1.0,0,10096,10096,10096,1,1,0.0,0.0,0.144,0.935,0.8,917,1303,153,0,120.11,0.002,0.004,0.014,120.072,0.0,0.0
area-27-n72,72,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,7,1,0,1,0,False,0.0,29.8,1,,,,,2,1,per-start,120,1,0,0,0,1456,1.0,1.0,0,10096,10096,10096,1,1,0.0,0.0,0.144,0.935,0.8,917,1303,153,0,120.03,0.002,0.004,0.014,119.987,0.0,0.0
area-27-n72,72,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,7,1,0,1,0,False,0.0,29.8,1,,,,,3,1,per-start,120,1,0,0,0,1456,1.0,1.0,0,10096,10096,10096,1,1,0.0,0.0,0.144,0.935,0.8,917,1303,153,0,120.03,0.002,0.004,0.014,119.987,0.0,0.0
area-29-n43,43,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,6,1,0,1,0,False,0.0,27.6,1,,,,,1,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.02,0.001,0.002,0.006,93.994,0.0,0.0
area-29-n43,43,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,6,1,0,1,0,False,0.0,27.6,1,,,,,2,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.02,0.001,0.002,0.007,93.995,0.0,0.0
area-29-n43,43,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,6,1,0,1,0,False,0.0,27.6,1,,,,,3,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.02,0.001,0.002,0.006,93.995,0.0,0.0
reference-n1607,1607,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,36,1,0,2,0,False,0.0,44.1,1,,,,,1,1,per-start,120,25,0,0,0,58530,0.83,0.847,528,8938,10166,10766,37,31,0.395,114.68,0.233,0.931,0.714,31474,30823,27707,11040,122.73,0.617,1.708,2.628,117.378,0.006,0.0
reference-n1607,1607,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,36,1,0,2,0,False,0.0,44.1,1,,,,,2,1,per-start,120,25,0,0,0,60688,0.845,0.846,595,9083,10353,10748,77,42,0.414,92.84,0.239,0.939,0.714,33632,30823,29865,9241,122.69,0.61,1.688,2.695,117.31,0.006,0.0
reference-n1607,1607,exemptions,exempt-both,spatial_term,exempt-both,10000,midpoint,0,3,10000,,36,1,0,2,0,False,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,1,57159,0.838,0.844,549,9028,10033,10773,46,30,0.483,109.92,0.229,0.926,0.714,30103,30823,26336,9600,122.67,0.594,1.682,2.662,117.343,0.006,0.0
reference-n1607,1607,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,36,35,,0,0,False,0.0,44.1,1,,,,,1,1,per-start,120,25,0,0,0,58599,0.824,0.83,561,8876,10166,10766,38,30,0.395,113.64,0.233,0.931,0.714,31543,30823,27776,11400,122.64,0.571,1.696,2.824,117.128,0.006,0.0
reference-n1607,1607,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,36,35,,0,0,False,0.0,44.1,1,,,,,2,1,per-start,120,25,0,0,0,60688,0.845,0.846,595,9083,10353,10748,77,42,0.414,92.84,0.239,0.939,0.714,33632,30823,29865,9241,122.62,0.573,1.671,2.611,117.393,0.006,0.0
reference-n1607,1607,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,36,35,,0,0,False,0.0,44.1,1,,,,,3,1,per-start,120,25,0,0,1,57184,0.838,0.844,554,9028,10033,10773,44,32,0.49,109.2,0.229,0.926,0.714,30128,30823,26361,9600,122.64,0.575,1.668,2.617,117.387,0.006,0.0
battery-n1000,1000,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,24,23,,0,0,False,0.0,34.7,1,,,,,1,1,per-start,120,15,0,0,0,27433,0.835,0.839,624,8937,9919,10698,62,46,0.552,126.73,0.186,0.91,0.741,16481,15438,11995,1080,121.13,0.226,0.644,1.115,118.886,0.004,0.0
battery-n1000,1000,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,24,23,,0,0,False,0.0,34.7,1,,,,,2,1,per-start,120,16,0,0,0,29466,0.47,0.842,1230,5005,9478,10660,67,51,0.447,122.31,0.197,0.865,0.694,18525,15350,14116,5400,121.11,0.223,0.638,1.114,118.888,0.004,0.0
battery-n1000,1000,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,24,23,,0,0,False,0.0,34.7,1,,,,,3,1,per-start,120,16,0,0,0,28277,0.422,0.787,1358,4502,9592,10669,50,41,0.903,106.81,0.191,0.858,0.694,17336,15350,12927,6121,121.11,0.222,0.639,1.114,118.889,0.004,0.0
battery-n400,400,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,13,12,,0,0,False,0.0,46.7,1,,,,,1,1,per-start,120,8,0,0,0,13977,0.394,0.888,1630,3491,8280,8856,16,18,0.507,44.25,0.226,0.717,0.556,8474,7178,6799,9840,120.3,0.036,0.105,0.212,119.788,0.002,0.0
battery-n400,400,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,13,12,,0,0,False,0.0,46.7,1,,,,,2,1,per-start,120,7,0,0,0,13673,0.972,0.988,73,8655,8832,8900,18,14,0.466,79.29,0.222,0.816,0.635,8155,7314,6359,3720,120.22,0.037,0.104,0.199,119.785,0.002,0.0
battery-n400,400,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,13,12,,0,0,False,0.0,46.7,1,,,,,3,1,per-start,120,7,0,0,0,14276,0.931,0.948,182,8610,8874,9245,20,17,0.719,83.14,0.229,0.824,0.635,8758,7314,6962,2880,120.22,0.035,0.102,0.197,119.793,0.002,0.0
area-26-n157,157,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,8,7,,0,0,False,0.0,48.1,1,,,,,1,1,per-start,120,3,0,0,0,4676,0.887,0.936,386,7387,7800,8329,1,6,0.036,3.67,0.199,0.726,0.581,2293,3618,1058,2760,120.12,0.007,0.019,0.043,119.956,0.001,0.0
area-26-n157,157,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,8,7,,0,0,False,0.0,48.1,1,,,,,2,1,per-start,120,3,0,0,0,4188,0.791,0.852,766,6892,7421,8715,1,4,0.034,3.67,0.182,0.711,0.581,1805,3618,570,2760,120.06,0.007,0.016,0.042,119.957,0.001,0.0
area-26-n157,157,exemptions,exempt-lower-last,spatial_term,exempt-lower-last,10000,midpoint,0,3,10000,,8,7,,0,0,False,0.0,48.1,1,,,,,3,1,per-start,120,3,0,0,0,5074,0.866,0.938,465,7387,8001,8526,6,5,0.04,4.33,0.212,0.738,0.581,2691,3618,1456,2760,120.06,0.006,0.016,0.04,119.959,0.001,0.0
