instance,n,axis,cell,strategy,balance_arm,span_coef,post_resequence,arc_lambda,arc_tau,seed,k,drops,travel_sec,balance,sigma_t_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,34.7,1,15,0,27169,0.688,1039,9,0.412,45.53,0.185,0.909,0.741,16217,1920,121.07,0.222,0.634,1.093,118.908,0.004
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,34.7,2,15,0,27169,0.688,1039,9,0.412,45.53,0.185,0.909,0.741,16217,1920,121.1,0.223,0.633,1.087,118.914,0.004
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,34.7,3,15,0,27169,0.688,1039,9,0.412,45.53,0.185,0.909,0.741,16217,1920,121.09,0.225,0.64,1.077,118.924,0.004
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,85.8,1,5,0,15525,0.768,859,1,0.295,16.8,0.341,0.843,0.556,7115,6000,120.15,0.014,0.04,0.085,119.962,0.001
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,85.8,2,5,0,15525,0.768,859,1,0.295,16.8,0.341,0.843,0.556,7115,6000,120.11,0.014,0.039,0.083,119.918,0.001
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,85.8,3,5,0,15525,0.768,859,1,0.295,16.8,0.341,0.843,0.556,7115,6000,119.35,0.014,0.039,0.085,119.163,0.001
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,56.9,1,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,27.15,0.055,0.16,0.301,26.503,0.002
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,56.9,2,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,59.99,0.055,0.158,0.301,59.37,0.002
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,56.9,3,8,0,21664,0.875,439,4,0.295,23.62,0.265,0.945,0.694,12202,600,30.01,0.055,0.158,0.294,29.397,0.002
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,48.1,1,3,0,4425,0.838,570,0,0.048,4.0,0.19,0.718,0.581,2042,2760,89.96,0.006,0.016,0.041,89.858,0.001
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,48.1,2,3,0,4425,0.838,570,0,0.048,4.0,0.19,0.718,0.581,2042,2760,30.02,0.006,0.016,0.041,29.906,0.001
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,48.1,3,3,0,4425,0.838,570,0,0.048,4.0,0.19,0.718,0.581,2042,2760,59.99,0.006,0.016,0.041,59.896,0.001
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,29.8,1,1,0,1502,1.0,0,0,0.0,0.0,0.148,0.939,0.8,963,0,120.05,0.001,0.004,0.014,120.007,0.0
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,29.8,2,1,0,1502,1.0,0,0,0.0,0.0,0.148,0.939,0.8,963,0,120.04,0.003,0.004,0.015,119.99,0.0
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,29.8,3,1,0,1502,1.0,0,0,0.0,0.0,0.148,0.939,0.8,963,0,120.04,0.002,0.004,0.015,119.988,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,27.6,1,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.007,93.995,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,27.6,2,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.008,93.996,0.0
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,27.6,3,1,0,999,1.0,0,0,0.0,0.0,0.162,0.57,0.478,611,2040,94.02,0.001,0.002,0.006,93.997,0.0
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,44.1,1,25,0,63312,0.645,845,39,0.422,72.2,0.247,0.949,0.714,36256,9240,107.7,0.567,1.658,2.707,102.368,0.006
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,44.1,2,25,0,59421,0.684,786,5,0.422,72.44,0.236,0.934,0.714,32365,9240,122.72,0.576,1.721,2.794,117.215,0.011
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,False,0.0,44.1,3,25,0,59299,0.672,788,6,0.422,72.56,0.235,0.934,0.714,32243,8521,122.72,0.63,1.685,2.729,117.291,0.006
battery-n50,50,config,arc-convex-l1,spatial_term,actual,0,False,1.0,112.6,1,2,0,8380,1.0,0,25,0.362,14.5,0.583,0.666,0.278,6356,8400,105.06,0.001,0.005,0.01,104.994,0.0
battery-n50,50,config,arc-convex-l1,spatial_term,actual,0,False,1.0,112.6,2,2,0,8380,1.0,0,25,0.362,14.5,0.583,0.666,0.278,6356,8400,105.03,0.001,0.002,0.008,104.995,0.0
battery-n50,50,config,arc-convex-l1,spatial_term,actual,0,False,1.0,112.6,3,2,0,8380,1.0,0,25,0.362,14.5,0.583,0.666,0.278,6356,8400,105.02,0.001,0.002,0.008,104.994,0.0
battery-n100,100,config,arc-convex-l1,spatial_term,actual,0,False,1.0,67.3,1,2,0,4028,0.838,704,0,0.049,5.0,0.251,0.742,0.556,1568,2400,120.04,0.003,0.007,0.022,119.982,0.0
battery-n100,100,config,arc-convex-l1,spatial_term,actual,0,False,1.0,67.3,2,2,0,4028,0.838,704,0,0.049,5.0,0.251,0.742,0.556,1568,2400,120.06,0.003,0.007,0.022,119.982,0.0
battery-n100,100,config,arc-convex-l1,spatial_term,actual,0,False,1.0,67.3,3,2,0,4028,0.838,704,0,0.049,5.0,0.251,0.742,0.556,1568,2400,119.41,0.003,0.007,0.021,119.349,0.0
battery-n200,200,config,arc-convex-l1,spatial_term,actual,0,False,1.0,59.0,1,4,0,7470,0.886,344,1,0.079,9.0,0.237,0.728,0.556,3992,4800,38.88,0.009,0.026,0.066,38.739,0.001
battery-n200,200,config,arc-convex-l1,spatial_term,actual,0,False,1.0,59.0,2,4,0,7470,0.886,344,1,0.079,9.0,0.237,0.728,0.556,3992,4800,30.0,0.009,0.027,0.074,29.844,0.001
battery-n200,200,config,arc-convex-l1,spatial_term,actual,0,False,1.0,59.0,3,4,0,7470,0.886,344,1,0.079,9.0,0.237,0.728,0.556,3992,4800,60.02,0.009,0.025,0.065,59.879,0.001
battery-n400,400,config,arc-convex-l1,spatial_term,actual,0,False,1.0,46.7,1,6,0,11299,0.825,597,20,0.2,24.33,0.191,0.915,0.741,5767,960,30.0,0.037,0.104,0.225,29.546,0.002
battery-n400,400,config,arc-convex-l1,spatial_term,actual,0,False,1.0,46.7,2,6,0,11299,0.825,597,20,0.2,24.33,0.191,0.915,0.741,5767,960,60.04,0.035,0.099,0.22,59.58,0.002
battery-n400,400,config,arc-convex-l1,spatial_term,actual,0,False,1.0,46.7,3,6,0,11299,0.825,597,20,0.2,24.33,0.191,0.915,0.741,5767,960,29.97,0.034,0.101,0.223,29.528,0.002
battery-n800,800,config,arc-convex-l1,spatial_term,actual,0,False,1.0,35.4,1,12,0,20851,0.848,540,37,0.393,85.67,0.178,0.902,0.741,11888,480,120.01,0.142,0.406,0.823,118.43,0.004
battery-n800,800,config,arc-convex-l1,spatial_term,actual,0,False,1.0,35.4,2,12,0,23204,0.834,599,49,0.759,139.5,0.195,0.92,0.741,14241,1560,59.97,0.144,0.408,0.813,58.434,0.003
battery-n800,800,config,arc-convex-l1,spatial_term,actual,0,False,1.0,35.4,3,12,0,24950,0.842,650,57,0.763,130.25,0.206,0.933,0.741,15987,2040,30.02,0.142,0.408,0.816,28.469,0.003
battery-n1000,1000,config,arc-convex-l1,spatial_term,actual,0,False,1.0,34.7,1,15,0,28502,0.833,621,49,0.455,113.13,0.192,0.917,0.741,17550,1200,59.8,0.223,0.637,1.204,57.504,0.004
battery-n1000,1000,config,arc-convex-l1,spatial_term,actual,0,False,1.0,34.7,2,15,0,28502,0.833,621,49,0.455,113.13,0.192,0.917,0.741,17550,1200,60.0,0.219,0.642,1.228,57.704,0.004
battery-n1000,1000,config,arc-convex-l1,spatial_term,actual,0,False,1.0,34.7,3,15,0,30256,0.831,589,62,0.448,133.53,0.201,0.928,0.741,19304,1440,30.08,0.223,0.633,1.252,27.722,0.004
battery-sparse-n250,250,config,arc-convex-l1,spatial_term,actual,0,False,1.0,85.8,1,6,0,16207,0.909,271,2,0.282,15.67,0.351,0.713,0.463,7831,13200,89.86,0.015,0.04,0.093,89.655,0.001
battery-sparse-n250,250,config,arc-convex-l1,spatial_term,actual,0,False,1.0,85.8,2,5,0,15721,0.959,146,4,0.476,46.2,0.344,0.847,0.556,7311,6000,29.98,0.014,0.04,0.094,29.778,0.001
battery-sparse-n250,250,config,arc-convex-l1,spatial_term,actual,0,False,1.0,85.8,3,6,0,16207,0.909,271,2,0.282,15.67,0.351,0.713,0.463,7831,13200,60.03,0.014,0.04,0.092,59.833,0.001
battery-sparse-n500,500,config,arc-convex-l1,spatial_term,actual,0,False,1.0,56.9,1,8,0,20531,0.898,322,17,0.285,42.5,0.255,0.932,0.694,11069,840,29.97,0.055,0.16,0.331,29.305,0.002
battery-sparse-n500,500,config,arc-convex-l1,spatial_term,actual,0,False,1.0,56.9,2,8,0,19630,0.841,640,13,0.263,38.5,0.247,0.921,0.694,10168,840,60.02,0.055,0.159,0.326,59.374,0.002
battery-sparse-n500,500,config,arc-convex-l1,spatial_term,actual,0,False,1.0,56.9,3,8,0,20531,0.898,322,17,0.285,42.5,0.255,0.932,0.694,11069,840,30.03,0.055,0.157,0.336,29.363,0.002
area-26-n157,157,config,arc-convex-l1,spatial_term,actual,0,False,1.0,48.1,1,3,0,4583,0.815,710,0,0.114,5.67,0.196,0.723,0.581,2200,2760,89.96,0.006,0.016,0.046,89.843,0.001
area-26-n157,157,config,arc-convex-l1,spatial_term,actual,0,False,1.0,48.1,2,3,0,4583,0.815,710,0,0.114,5.67,0.196,0.723,0.581,2200,2760,59.98,0.006,0.016,0.045,59.882,0.001
area-26-n157,157,config,arc-convex-l1,spatial_term,actual,0,False,1.0,48.1,3,3,0,4583,0.815,710,0,0.114,5.67,0.196,0.723,0.581,2200,2760,30.01,0.006,0.016,0.047,29.91,0.001
area-27-n72,72,config,arc-convex-l1,spatial_term,actual,0,False,1.0,29.8,1,2,0,5730,1.0,1,44,0.755,33.5,0.399,0.665,0.4,5199,5760,59.99,0.001,0.004,0.014,59.953,0.0
area-27-n72,72,config,arc-convex-l1,spatial_term,actual,0,False,1.0,29.8,2,2,0,5732,1.0,0,48,0.755,33.5,0.399,0.665,0.4,5201,5760,60.01,0.002,0.004,0.015,59.972,0.0
area-27-n72,72,config,arc-convex-l1,spatial_term,actual,0,False,1.0,29.8,3,2,0,5732,1.0,0,43,0.755,33.5,0.399,0.665,0.4,5201,5760,60.01,0.002,0.004,0.015,59.973,0.0
area-29-n43,43,config,arc-convex-l1,spatial_term,actual,0,False,1.0,27.6,2,1,0,2022,1.0,0,11,0.0,0.0,0.282,0.665,0.478,1634,2040,60.02,0.001,0.002,0.007,59.993,0.0
area-29-n43,43,config,arc-convex-l1,spatial_term,actual,0,False,1.0,27.6,3,1,0,2022,1.0,0,11,0.0,0.0,0.282,0.665,0.478,1634,2040,60.01,0.001,0.002,0.007,59.982,0.0
reference-n1607,1607,config,arc-convex-l1,spatial_term,actual,0,False,1.0,44.1,1,25,0,67456,0.861,412,111,0.312,121.64,0.259,0.964,0.714,40400,13681,29.73,0.564,1.651,2.997,24.169,0.006
reference-n1607,1607,config,arc-convex-l1,spatial_term,actual,0,False,1.0,44.1,2,25,0,62564,0.837,549,114,0.327,117.92,0.245,0.946,0.714,35508,12480,59.99,0.57,1.691,2.978,54.403,0.006
reference-n1607,1607,config,arc-convex-l1,spatial_term,actual,0,False,1.0,44.1,3,25,0,62564,0.837,549,114,0.327,117.92,0.245,0.946,0.714,35508,12480,60.02,0.569,1.656,3.025,54.394,0.006
battery-n50,50,config,arc-convex-l5,spatial_term,actual,0,False,5.0,112.6,1,2,0,8379,0.999,2,34,0.189,16.5,0.583,0.665,0.278,6355,8400,58.8,0.001,0.005,0.01,58.734,0.0
battery-n50,50,config,arc-convex-l5,spatial_term,actual,0,False,5.0,112.6,2,2,0,8379,0.999,2,34,0.189,16.5,0.583,0.665,0.278,6355,8400,60.0,0.001,0.002,0.009,59.967,0.0
battery-n50,50,config,arc-convex-l5,spatial_term,actual,0,False,5.0,112.6,3,2,0,8386,1.0,0,42,0.03,3.5,0.583,0.666,0.278,6362,8400,105.03,0.001,0.002,0.008,105.003,0.0
battery-n100,100,config,arc-convex-l5,spatial_term,actual,0,False,5.0,67.3,1,2,0,4046,0.989,44,0,0.017,3.0,0.252,0.743,0.556,1586,2400,120.04,0.003,0.007,0.023,119.979,0.0
battery-n100,100,config,arc-convex-l5,spatial_term,actual,0,False,5.0,67.3,2,2,0,4046,0.989,44,0,0.017,3.0,0.252,0.743,0.556,1586,2400,45.03,0.003,0.007,0.022,44.95,0.0
battery-n100,100,config,arc-convex-l5,spatial_term,actual,0,False,5.0,67.3,3,2,0,4046,0.989,44,0,0.017,3.0,0.252,0.743,0.556,1586,2400,120.0,0.003,0.007,0.023,119.945,0.0
battery-n200,200,config,arc-convex-l5,spatial_term,actual,0,False,5.0,59.0,1,4,0,7587,0.889,422,12,0.035,4.0,0.24,0.731,0.556,4109,4800,60.01,0.009,0.026,0.067,59.867,0.001
battery-n200,200,config,arc-convex-l5,spatial_term,actual,0,False,5.0,59.0,2,4,0,7587,0.889,422,12,0.035,4.0,0.24,0.731,0.556,4109,4800,60.02,0.009,0.025,0.066,59.878,0.001
battery-n200,200,config,arc-convex-l5,spatial_term,actual,0,False,5.0,59.0,3,4,0,7641,0.883,437,13,0.035,4.0,0.241,0.732,0.556,4163,4800,30.01,0.009,0.026,0.066,29.866,0.001
battery-n400,400,config,arc-convex-l5,spatial_term,actual,0,False,5.0,46.7,1,6,0,11652,0.869,432,25,0.255,23.17,0.195,0.92,0.741,6120,120,60.01,0.036,0.102,0.224,59.563,0.002
battery-n400,400,config,arc-convex-l5,spatial_term,actual,0,False,5.0,46.7,2,6,0,11652,0.869,432,25,0.255,23.17,0.195,0.92,0.741,6120,120,120.07,0.035,0.104,0.226,119.583,0.002
battery-n400,400,config,arc-convex-l5,spatial_term,actual,0,False,5.0,46.7,3,7,0,16218,0.707,900,98,0.179,31.29,0.253,0.849,0.635,10700,5040,120.23,0.037,0.105,0.23,119.77,0.002
battery-n800,800,config,arc-convex-l5,spatial_term,actual,0,False,5.0,35.4,1,12,0,19873,0.842,521,24,0.566,81.92,0.172,0.894,0.741,10910,1080,120.73,0.147,0.413,0.831,119.17,0.003
battery-n800,800,config,arc-convex-l5,spatial_term,actual,0,False,5.0,35.4,2,12,0,19873,0.842,521,24,0.566,81.92,0.172,0.894,0.741,10910,1080,120.75,0.148,0.419,0.807,119.194,0.003
battery-n800,800,config,arc-convex-l5,spatial_term,actual,0,False,5.0,35.4,3,12,0,19873,0.842,521,24,0.566,81.92,0.172,0.894,0.741,10910,1080,120.75,0.144,0.411,0.827,119.176,0.003
battery-n1000,1000,config,arc-convex-l5,spatial_term,actual,0,False,5.0,34.7,1,14,0,23888,0.87,472,38,0.4,88.57,0.166,0.952,0.794,12925,0,121.11,0.231,0.659,1.252,118.751,0.004
battery-n1000,1000,config,arc-convex-l5,spatial_term,actual,0,False,5.0,34.7,2,14,0,25261,0.864,451,65,0.55,95.29,0.174,0.961,0.794,14298,0,56.31,0.231,0.646,1.238,53.959,0.004
battery-n1000,1000,config,arc-convex-l5,spatial_term,actual,0,False,5.0,34.7,3,14,0,25245,0.864,452,63,0.55,94.5,0.174,0.961,0.794,14282,0,60.03,0.229,0.642,1.225,57.706,0.004
battery-sparse-n250,250,config,arc-convex-l5,spatial_term,actual,0,False,5.0,85.8,1,6,0,17247,0.817,552,7,0.291,41.33,0.365,0.729,0.463,8871,13201,59.83,0.014,0.039,0.093,59.616,0.001
battery-sparse-n250,250,config,arc-convex-l5,spatial_term,actual,0,False,5.0,85.8,2,6,0,17110,0.806,736,4,0.485,43.17,0.363,0.727,0.463,8734,13202,120.13,0.016,0.041,0.098,119.902,0.002
battery-sparse-n250,250,config,arc-convex-l5,spatial_term,actual,0,False,5.0,85.8,3,6,0,17110,0.806,736,4,0.485,43.17,0.363,0.727,0.463,8734,13202,120.12,0.016,0.042,0.099,119.901,0.001
battery-sparse-n500,500,config,arc-convex-l5,spatial_term,actual,0,False,5.0,56.9,1,9,0,25090,0.862,417,35,0.767,66.67,0.295,0.875,0.617,15648,6000,120.38,0.057,0.163,0.348,119.652,0.002
battery-sparse-n500,500,config,arc-convex-l5,spatial_term,actual,0,False,5.0,56.9,2,9,0,25425,0.861,432,32,0.767,71.89,0.298,0.879,0.617,15983,5640,120.35,0.064,0.172,0.353,119.647,0.002
battery-sparse-n500,500,config,arc-convex-l5,spatial_term,actual,0,False,5.0,56.9,3,9,0,25090,0.862,417,35,0.767,66.67,0.295,0.875,0.617,15648,6000,120.33,0.06,0.164,0.338,119.662,0.002
area-26-n157,157,config,arc-convex-l5,spatial_term,actual,0,False,5.0,48.1,1,3,0,4918,0.862,500,1,0.125,6.33,0.207,0.733,0.581,2535,2760,120.06,0.006,0.016,0.046,119.953,0.001
area-26-n157,157,config,arc-convex-l5,spatial_term,actual,0,False,5.0,48.1,2,3,0,4918,0.862,500,1,0.125,6.33,0.207,0.733,0.581,2535,2760,120.08,0.006,0.016,0.047,119.952,0.001
area-26-n157,157,config,arc-convex-l5,spatial_term,actual,0,False,5.0,48.1,3,3,0,4918,0.862,500,1,0.125,6.33,0.207,0.733,0.581,2535,2760,120.11,0.006,0.016,0.047,120.009,0.001
area-27-n72,72,config,arc-convex-l5,spatial_term,actual,0,False,5.0,29.8,1,2,0,5734,1.0,1,113,0.612,24.0,0.399,0.665,0.4,5203,5760,120.03,0.002,0.004,0.015,119.984,0.0
area-27-n72,72,config,arc-convex-l5,spatial_term,actual,0,False,5.0,29.8,2,2,0,5734,1.0,1,113,0.612,24.0,0.399,0.665,0.4,5203,5760,120.03,0.002,0.004,0.015,119.984,0.0
area-27-n72,72,config,arc-convex-l5,spatial_term,actual,0,False,5.0,29.8,3,2,0,5734,1.0,1,113,0.612,24.0,0.399,0.665,0.4,5203,5760,120.03,0.002,0.004,0.015,119.984,0.0
area-29-n43,43,config,arc-convex-l5,spatial_term,actual,0,False,5.0,27.6,1,1,0,2024,1.0,0,26,0.0,0.0,0.282,0.665,0.478,1636,2040,94.02,0.001,0.002,0.007,93.993,0.0
area-29-n43,43,config,arc-convex-l5,spatial_term,actual,0,False,5.0,27.6,2,1,0,2024,1.0,0,26,0.0,0.0,0.282,0.665,0.478,1636,2040,94.02,0.001,0.002,0.007,93.993,0.0
area-29-n43,43,config,arc-convex-l5,spatial_term,actual,0,False,5.0,27.6,3,1,0,2024,1.0,0,26,0.0,0.0,0.282,0.665,0.478,1636,2040,94.02,0.001,0.002,0.007,93.993,0.0
reference-n1607,1607,config,arc-convex-l5,spatial_term,actual,0,False,5.0,44.1,1,25,0,59820,0.842,612,72,0.431,134.48,0.237,0.936,0.714,32764,10561,122.64,0.591,1.684,3.061,116.944,0.006
reference-n1607,1607,config,arc-convex-l5,spatial_term,actual,0,False,5.0,44.1,2,25,0,59932,0.84,616,73,0.431,134.48,0.237,0.936,0.714,32876,10560,122.63,0.605,1.687,3.128,116.849,0.006
reference-n1607,1607,config,arc-convex-l5,spatial_term,actual,0,False,5.0,44.1,3,25,0,59777,0.836,607,72,0.429,134.28,0.237,0.936,0.714,32721,11160,122.63,0.584,1.699,3.024,116.974,0.006
battery-n50,50,config,arc-convex-l20,spatial_term,actual,0,False,20.0,112.6,1,2,0,8382,1.0,0,41,0.408,8.5,0.583,0.666,0.278,6358,8400,105.06,0.001,0.005,0.009,104.99,0.0
battery-n50,50,config,arc-convex-l20,spatial_term,actual,0,False,20.0,112.6,2,2,0,8382,1.0,0,41,0.408,8.5,0.583,0.666,0.278,6358,8400,105.02,0.001,0.002,0.009,104.991,0.0
battery-n50,50,config,arc-convex-l20,spatial_term,actual,0,False,20.0,112.6,3,2,0,8382,1.0,0,41,0.408,8.5,0.583,0.666,0.278,6358,8400,105.02,0.001,0.002,0.008,104.99,0.0
battery-n100,100,config,arc-convex-l20,spatial_term,actual,0,False,20.0,67.3,1,2,0,3886,0.998,9,2,0.017,3.0,0.245,0.736,0.556,1426,2400,120.04,0.003,0.007,0.022,119.977,0.0
battery-n100,100,config,arc-convex-l20,spatial_term,actual,0,False,20.0,67.3,2,2,0,3886,0.998,9,2,0.017,3.0,0.245,0.736,0.556,1426,2400,120.05,0.003,0.007,0.022,119.977,0.0
battery-n100,100,config,arc-convex-l20,spatial_term,actual,0,False,20.0,67.3,3,2,0,3886,0.998,9,2,0.017,3.0,0.245,0.736,0.556,1426,2400,120.03,0.003,0.007,0.022,119.977,0.0
battery-n200,200,config,arc-convex-l20,spatial_term,actual,0,False,20.0,59.0,1,4,0,7462,0.877,413,16,0.211,15.5,0.237,0.728,0.556,3984,4800,120.08,0.009,0.025,0.067,119.932,0.001
battery-n200,200,config,arc-convex-l20,spatial_term,actual,0,False,20.0,59.0,2,4,0,7462,0.877,413,16,0.211,15.5,0.237,0.728,0.556,3984,4800,120.06,0.009,0.025,0.066,119.913,0.001
battery-n200,200,config,arc-convex-l20,spatial_term,actual,0,False,20.0,59.0,3,4,0,7462,0.877,413,16,0.211,15.5,0.237,0.728,0.556,3984,4800,120.08,0.009,0.025,0.067,119.932,0.001
battery-n400,400,config,arc-convex-l20,spatial_term,actual,0,False,20.0,46.7,1,6,0,12154,0.944,198,44,0.388,47.83,0.202,0.928,0.741,6622,120,120.23,0.035,0.103,0.223,119.781,0.002
battery-n400,400,config,arc-convex-l20,spatial_term,actual,0,False,20.0,46.7,2,6,0,12154,0.944,198,44,0.388,47.83,0.202,0.928,0.741,6622,120,120.24,0.035,0.104,0.223,119.776,0.002
battery-n400,400,config,arc-convex-l20,spatial_term,actual,0,False,20.0,46.7,3,6,0,12154,0.944,198,44,0.388,47.83,0.202,0.928,0.741,6622,120,120.23,0.035,0.105,0.226,119.776,0.002
battery-n800,800,config,arc-convex-l20,spatial_term,actual,0,False,20.0,35.4,1,12,0,20106,0.831,555,49,0.516,91.08,0.173,0.896,0.741,11143,720,120.74,0.144,0.411,0.81,119.189,0.003
battery-n800,800,config,arc-convex-l20,spatial_term,actual,0,False,20.0,35.4,2,12,0,20106,0.831,555,49,0.516,91.08,0.173,0.896,0.741,11143,720,120.74,0.142,0.423,0.799,119.203,0.003
battery-n800,800,config,arc-convex-l20,spatial_term,actual,0,False,20.0,35.4,3,12,0,20107,0.831,555,50,0.516,91.08,0.173,0.896,0.741,11144,720,120.75,0.145,0.415,0.822,119.179,0.003
battery-n1000,1000,config,arc-convex-l20,spatial_term,actual,0,False,20.0,34.7,1,14,0,24774,0.893,255,57,0.438,70.64,0.171,0.958,0.794,13811,240,121.09,0.231,0.643,1.305,118.697,0.004
battery-n1000,1000,config,arc-convex-l20,spatial_term,actual,0,False,20.0,34.7,2,14,0,24747,0.893,301,57,0.499,70.86,0.171,0.957,0.794,13784,0,121.1,0.23,0.639,1.224,118.776,0.004
battery-n1000,1000,config,arc-convex-l20,spatial_term,actual,0,False,20.0,34.7,3,14,0,24774,0.893,265,57,0.499,70.86,0.171,0.958,0.794,13811,240,121.1,0.23,0.642,1.269,118.732,0.004
battery-sparse-n250,250,config,arc-convex-l20,spatial_term,actual,0,False,20.0,85.8,1,6,0,15454,0.885,334,7,0.361,17.5,0.34,0.701,0.463,7078,13201,120.11,0.014,0.039,0.095,119.904,0.001
battery-sparse-n250,250,config,arc-convex-l20,spatial_term,actual,0,False,20.0,85.8,2,6,0,15454,0.885,334,7,0.361,17.5,0.34,0.701,0.463,7078,13201,120.11,0.014,0.04,0.094,119.905,0.001
battery-sparse-n250,250,config,arc-convex-l20,spatial_term,actual,0,False,20.0,85.8,3,6,0,15222,0.865,398,7,0.302,13.83,0.337,0.698,0.463,6846,13201,120.14,0.014,0.04,0.091,119.937,0.001
battery-sparse-n500,500,config,arc-convex-l20,spatial_term,actual,0,False,20.0,56.9,1,8,0,19228,0.842,569,22,0.552,57.12,0.243,0.917,0.694,9766,840,120.34,0.058,0.162,0.338,119.661,0.002
battery-sparse-n500,500,config,arc-convex-l20,spatial_term,actual,0,False,20.0,56.9,2,8,0,19228,0.842,569,22,0.552,57.12,0.243,0.917,0.694,9766,840,120.32,0.056,0.16,0.338,119.661,0.002
battery-sparse-n500,500,config,arc-convex-l20,spatial_term,actual,0,False,20.0,56.9,3,8,0,19228,0.842,569,22,0.552,57.12,0.243,0.917,0.694,9766,840,120.32,0.056,0.16,0.339,119.656,0.002
area-26-n157,157,config,arc-convex-l20,spatial_term,actual,0,False,20.0,48.1,1,3,0,4740,0.834,583,12,0.114,5.67,0.201,0.728,0.581,2357,2760,120.07,0.006,0.016,0.047,119.952,0.001
area-26-n157,157,config,arc-convex-l20,spatial_term,actual,0,False,20.0,48.1,2,3,0,4740,0.834,583,12,0.114,5.67,0.201,0.728,0.581,2357,2760,120.06,0.006,0.016,0.047,119.952,0.001
area-26-n157,157,config,arc-convex-l20,spatial_term,actual,0,False,20.0,48.1,3,3,0,4740,0.834,583,12,0.114,5.67,0.201,0.728,0.581,2357,2760,120.06,0.006,0.016,0.045,119.953,0.001
area-27-n72,72,config,arc-convex-l20,spatial_term,actual,0,False,20.0,29.8,1,1,0,1425,1.0,0,2,0.0,0.0,0.142,0.932,0.8,886,0,120.02,0.002,0.004,0.015,119.983,0.0
area-27-n72,72,config,arc-convex-l20,spatial_term,actual,0,False,20.0,29.8,2,1,0,1425,1.0,0,2,0.0,0.0,0.142,0.932,0.8,886,0,120.03,0.002,0.004,0.015,119.983,0.0
area-27-n72,72,config,arc-convex-l20,spatial_term,actual,0,False,20.0,29.8,3,1,0,1425,1.0,0,2,0.0,0.0,0.142,0.932,0.8,886,0,120.02,0.002,0.004,0.015,119.984,0.0
area-29-n43,43,config,arc-convex-l20,spatial_term,actual,0,False,20.0,27.6,1,1,0,2026,1.0,0,40,0.0,0.0,0.282,0.665,0.478,1638,2040,94.02,0.001,0.002,0.007,93.992,0.0
area-29-n43,43,config,arc-convex-l20,spatial_term,actual,0,False,20.0,27.6,2,1,0,2026,1.0,0,40,0.0,0.0,0.282,0.665,0.478,1638,2040,94.04,0.001,0.002,0.007,94.021,0.0
area-29-n43,43,config,arc-convex-l20,spatial_term,actual,0,False,20.0,27.6,3,1,0,2026,1.0,0,40,0.0,0.0,0.282,0.665,0.478,1638,2040,94.02,0.001,0.002,0.007,93.994,0.0
reference-n1607,1607,config,arc-convex-l20,spatial_term,actual,0,False,20.0,44.1,1,25,0,59457,0.844,493,90,0.555,107.96,0.236,0.934,0.714,32401,9960,122.61,0.576,1.671,3.013,116.991,0.006
