instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n1000,1000,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,34.7,0,15,2,,4,1,per-start,120,23,0,0,51344,0.324,1303,3455,7197,10651,223,0.42,23.74,0.3,0.69,0.483,40481,14790,36554,46802,121.38,0.301,0.795,1.421,118.59,0.005
battery-n1000,1000,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,34.7,0,15,2,,5,1,per-start,120,18,16,0,32570,0.673,1262,7178,8058,10661,75,0.384,14.72,0.216,0.775,0.607,21652,15179,,18000,121.36,0.274,0.796,1.435,118.568,0.005
battery-sparse-n250,250,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,0,4,3,,1,1,per-start,120,6,0,0,19019,0.722,1042,7184,7930,9946,5,0.473,15.0,0.388,0.756,0.463,10643,10927,8092,13200,120.13,0.021,0.051,0.108,119.892,0.001
battery-sparse-n250,250,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,0,4,3,,2,1,per-start,120,7,0,0,21070,0.922,204,7181,7200,7786,8,0.386,5.86,0.413,0.676,0.397,12728,10756,10314,20400,120.15,0.019,0.047,0.103,119.912,0.001
battery-sparse-n250,250,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,0,4,3,,3,1,per-start,120,7,0,0,23041,0.778,698,7188,7195,9245,13,0.281,17.0,0.434,0.702,0.397,14699,10756,12285,20400,120.15,0.02,0.056,0.111,119.892,0.001
battery-sparse-n250,250,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,0,4,3,,4,1,per-start,120,6,0,0,17772,0.754,832,7195,7674,9548,5,0.36,19.5,0.372,0.737,0.463,9396,10927,6845,13200,120.14,0.017,0.05,0.107,119.896,0.001
battery-sparse-n250,250,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,85.8,0,4,3,,5,1,per-start,120,6,0,0,18952,0.717,1061,7191,7930,10026,3,0.605,19.33,0.387,0.755,0.463,10576,10927,8025,13200,120.15,0.018,0.048,0.096,119.906,0.001
battery-sparse-n500,500,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,0,8,2,,1,1,per-start,120,11,0,0,27278,0.58,1354,6156,7241,10606,31,0.463,16.73,0.313,0.735,0.505,17874,13169,14109,21840,120.42,0.07,0.219,0.395,119.607,0.002
battery-sparse-n500,500,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,0,8,2,,2,1,per-start,120,12,0,0,33377,0.732,904,7188,7195,9819,18,0.717,19.92,0.357,0.721,0.463,23992,13055,20322,26881,120.4,0.073,0.2,0.372,119.63,0.002
battery-sparse-n500,500,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,0,8,2,,3,1,per-start,120,11,0,0,26837,0.722,838,7188,7569,9961,28,0.425,16.36,0.309,0.731,0.505,17433,13169,13668,19200,120.42,0.069,0.197,0.37,119.631,0.002
battery-sparse-n500,500,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,0,8,2,,4,1,per-start,120,12,0,0,31455,0.607,1109,6156,7192,10140,52,0.428,15.5,0.344,0.706,0.463,22070,13055,18400,27840,120.41,0.069,0.201,0.363,119.638,0.002
battery-sparse-n500,500,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,56.9,0,8,2,,5,1,per-start,120,11,0,0,28486,0.617,1089,6156,8064,9981,36,0.558,20.36,0.322,0.745,0.505,19082,13169,15317,19320,120.34,0.078,0.213,0.384,119.541,0.002
area-26-n157,157,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,0,2,4,,1,1,per-start,120,3,0,0,5413,0.839,605,7473,7871,8909,0,0.06,4.67,0.223,0.749,0.581,3030,3618,1795,2760,120.07,0.009,0.019,0.047,119.953,0.001
area-26-n157,157,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,0,2,4,,2,1,per-start,120,3,0,0,5303,0.821,669,7347,7847,8949,0,0.083,5.0,0.22,0.745,0.581,2920,3618,1685,2760,120.07,0.01,0.019,0.045,119.954,0.001
area-26-n157,157,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,0,2,4,,3,1,per-start,120,3,0,0,5665,0.84,611,7560,7941,9004,6,0.312,19.0,0.231,0.756,0.581,3282,3618,2047,2880,120.09,0.008,0.026,0.046,119.953,0.001
area-26-n157,157,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,0,2,4,,4,1,per-start,120,3,0,0,5400,0.837,610,7460,7871,8909,0,0.06,4.67,0.223,0.748,0.581,3017,3618,1782,2760,120.08,0.01,0.02,0.047,119.952,0.001
area-26-n157,157,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,48.1,0,2,4,,5,1,per-start,120,3,0,0,4861,0.863,509,7425,7670,8606,0,0.064,4.0,0.205,0.732,0.581,2478,3618,1243,2760,120.08,0.01,0.02,0.049,119.952,0.001
area-27-n72,72,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,0,1,7,,1,1,per-start,120,2,0,0,5732,1.0,1,7185,7186,7187,18,0.36,13.0,0.399,0.665,0.4,5201,914,4818,5760,120.03,0.002,0.005,0.023,119.978,0.0
area-27-n72,72,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,0,1,7,,2,1,per-start,120,2,0,0,5735,1.0,2,7186,7188,7189,5,0.54,22.0,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.005,0.016,119.984,0.0
area-27-n72,72,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,0,1,7,,3,1,per-start,120,2,0,0,5735,0.999,4,7184,7188,7191,11,0.407,15.5,0.399,0.665,0.4,5204,914,4821,5760,120.03,0.002,0.005,0.016,119.979,0.0
area-27-n72,72,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,0,1,7,,4,1,per-start,120,2,0,0,5736,0.999,2,7186,7188,7190,9,0.573,21.5,0.399,0.665,0.4,5205,914,4822,5760,120.03,0.002,0.006,0.016,119.983,0.0
area-27-n72,72,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,29.8,0,1,7,,5,1,per-start,120,2,0,0,5735,1.0,0,7187,7188,7188,10,0.644,26.5,0.399,0.665,0.4,5204,914,4821,5760,120.04,0.002,0.005,0.016,119.983,0.001
area-29-n43,43,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,0,1,6,,1,1,per-start,94,1,0,0,2024,1.0,0,7184,7184,7184,10,0.0,0.0,0.282,0.665,0.478,1636,789,1235,2040,94.03,0.002,0.002,0.008,93.991,0.001
area-29-n43,43,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,0,1,6,,2,1,per-start,94,1,0,0,2027,1.0,0,7187,7187,7187,4,0.0,0.0,0.282,0.665,0.478,1639,789,1238,2040,94.03,0.003,0.004,0.01,93.989,0.0
area-29-n43,43,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,0,1,6,,3,1,per-start,94,1,0,0,2042,1.0,0,7202,7202,7202,4,0.0,0.0,0.284,0.667,0.478,1654,789,1253,2040,94.02,0.001,0.002,0.009,93.99,0.0
area-29-n43,43,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,0,1,6,,4,1,per-start,94,1,0,0,2023,1.0,0,7183,7183,7183,7,0.0,0.0,0.282,0.665,0.478,1635,789,1234,2040,94.03,0.003,0.003,0.007,93.993,0.0
area-29-n43,43,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,27.6,0,1,6,,5,1,per-start,94,1,0,0,2025,1.0,0,7185,7185,7185,5,0.0,0.0,0.282,0.665,0.478,1637,789,1236,2040,94.02,0.003,0.002,0.008,93.99,0.0
reference-n1607,1607,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,0,24,2,,1,1,per-start,120,35,39,2,74488,0.011,2195,120,7336,10633,560,0.572,18.31,0.284,0.695,0.498,47603,29849,,71641,123.69,0.836,2.307,3.546,116.459,0.008
reference-n1607,1607,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,0,24,2,,2,1,per-start,120,36,17,2,76644,0.011,2042,120,7271,10745,485,0.526,19.56,0.287,0.688,0.491,49776,29758,,74282,123.91,0.872,2.49,3.671,116.306,0.008
reference-n1607,1607,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,0,24,2,,3,1,per-start,120,36,0,1,80914,0.012,1517,120,7204,10024,307,0.611,20.5,0.296,0.704,0.496,54046,29758,51156,69122,123.74,0.816,2.231,3.981,116.035,0.008
reference-n1607,1607,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,0,24,2,,4,1,per-start,120,33,72,1,76685,0.011,1821,120,7533,10681,494,0.466,13.73,0.294,0.732,0.517,49765,30030,,62400,123.87,0.898,2.412,3.689,116.323,0.008
reference-n1607,1607,config,cluster-r0,spatial_term,actual,0,3,10000,,0,False,0.0,44.1,0,24,2,,5,1,per-start,120,37,15,2,79954,0.011,2136,120,7198,10733,506,0.583,27.92,0.295,0.678,0.478,53103,29668,,80760,123.54,0.794,2.251,3.617,116.387,0.007
