instance,n,k,service_total_sec,nn_mean_sec,nn_lower_bound_sec,msf_k_sec,floor_travel_lb_sec,travel_lb_sec,travel_ub_tmax_sec,feasible,saturation_apriori,relleno_lb_sec
battery-n50,50,1,6000,42.18,2067,2746,0,2746,4800,True,0.556,679
battery-n50,50,1,6000,42.18,2067,2746,1200,2746,4800,True,0.556,679
battery-n50,50,2,6000,42.18,2024,1975,0,1975,15600,True,0.278,0
battery-n50,50,2,6000,42.18,2024,1975,8400,8400,15600,True,0.278,6376
battery-n50,50,3,6000,42.18,1982,1745,0,1745,26400,True,0.185,0
battery-n50,50,3,6000,42.18,1982,1745,15600,15600,26400,True,0.185,13618
battery-n50,50,4,6000,42.18,1940,1547,0,1547,37200,True,0.139,0
battery-n50,50,4,6000,42.18,1940,1547,22800,22800,37200,True,0.139,20860
battery-n50,50,5,6000,42.18,1898,1358,0,1358,48000,True,0.111,0
battery-n50,50,5,6000,42.18,1898,1358,30000,30000,48000,True,0.111,28102
battery-n50,50,6,6000,42.18,1856,1228,0,1228,58800,True,0.093,0
battery-n50,50,6,6000,42.18,1856,1228,37200,37200,58800,True,0.093,35344
battery-n50,50,7,6000,42.18,1814,1137,0,1137,69600,True,0.079,0
battery-n50,50,7,6000,42.18,1814,1137,44400,44400,69600,True,0.079,42586
battery-n50,50,8,6000,42.18,1771,1055,0,1055,80400,True,0.069,0
battery-n50,50,8,6000,42.18,1771,1055,51600,51600,80400,True,0.069,49829
battery-n50,50,9,6000,42.18,1729,975,0,975,91200,True,0.062,0
battery-n50,50,9,6000,42.18,1729,975,58800,58800,91200,True,0.062,57071
battery-n50,50,10,6000,42.18,1687,900,0,900,102000,True,0.056,0
battery-n50,50,10,6000,42.18,1687,900,66000,66000,102000,True,0.056,64313
battery-n50,50,11,6000,42.18,1645,828,0,828,112800,True,0.051,0
battery-n50,50,11,6000,42.18,1645,828,73200,73200,112800,True,0.051,71555
battery-n50,50,12,6000,42.18,1603,767,0,767,123600,True,0.046,0
battery-n50,50,12,6000,42.18,1603,767,80400,80400,123600,True,0.046,78797
battery-n50,50,13,6000,42.18,1561,715,0,715,134400,True,0.043,0
battery-n50,50,13,6000,42.18,1561,715,87600,87600,134400,True,0.043,86039
battery-n50,50,14,6000,42.18,1518,664,0,664,145200,True,0.04,0
battery-n50,50,14,6000,42.18,1518,664,94800,94800,145200,True,0.04,93282
battery-n50,50,15,6000,42.18,1476,615,0,615,156000,True,0.037,0
battery-n50,50,15,6000,42.18,1476,615,102000,102000,156000,True,0.037,100524
battery-n50,50,16,6000,42.18,1434,566,0,566,166800,True,0.035,0
battery-n50,50,16,6000,42.18,1434,566,109200,109200,166800,True,0.035,107766
battery-n50,50,17,6000,42.18,1392,522,0,522,177600,True,0.033,0
battery-n50,50,17,6000,42.18,1392,522,116400,116400,177600,True,0.033,115008
battery-n50,50,18,6000,42.18,1350,483,0,483,188400,True,0.031,0
battery-n50,50,18,6000,42.18,1350,483,123600,123600,188400,True,0.031,122250
battery-n50,50,19,6000,42.18,1307,447,0,447,199200,True,0.029,0
battery-n50,50,19,6000,42.18,1307,447,130800,130800,199200,True,0.029,129493
battery-n50,50,20,6000,42.18,1265,415,0,415,210000,True,0.028,0
battery-n50,50,20,6000,42.18,1265,415,138000,138000,210000,True,0.028,136735
battery-n50,50,21,6000,42.18,1223,384,0,384,220800,True,0.026,0
battery-n50,50,21,6000,42.18,1223,384,145200,145200,220800,True,0.026,143977
battery-n50,50,22,6000,42.18,1181,356,0,356,231600,True,0.025,0
battery-n50,50,22,6000,42.18,1181,356,152400,152400,231600,True,0.025,151219
battery-n50,50,23,6000,42.18,1139,328,0,328,242400,True,0.024,0
battery-n50,50,23,6000,42.18,1139,328,159600,159600,242400,True,0.024,158461
battery-n50,50,24,6000,42.18,1097,300,0,300,253200,True,0.023,0
battery-n50,50,24,6000,42.18,1097,300,166800,166800,253200,True,0.023,165703
battery-n50,50,25,6000,42.18,1054,273,0,273,264000,True,0.022,0
battery-n50,50,25,6000,42.18,1054,273,174000,174000,264000,True,0.022,172946
battery-n50,50,26,6000,42.18,1012,248,0,248,274800,True,0.021,0
battery-n50,50,26,6000,42.18,1012,248,181200,181200,274800,True,0.021,180188
battery-n50,50,27,6000,42.18,970,223,0,223,285600,True,0.021,0
battery-n50,50,27,6000,42.18,970,223,188400,188400,285600,True,0.021,187430
battery-n50,50,28,6000,42.18,928,201,0,201,296400,True,0.02,0
battery-n50,50,28,6000,42.18,928,201,195600,195600,296400,True,0.02,194672
battery-n50,50,29,6000,42.18,886,181,0,181,307200,True,0.019,0
battery-n50,50,29,6000,42.18,886,181,202800,202800,307200,True,0.019,201914
battery-n50,50,30,6000,42.18,844,160,0,160,318000,True,0.019,0
battery-n50,50,30,6000,42.18,844,160,210000,210000,318000,True,0.019,209156
battery-n50,50,31,6000,42.18,801,143,0,143,328800,True,0.018,0
battery-n50,50,31,6000,42.18,801,143,217200,217200,328800,True,0.018,216399
battery-n50,50,32,6000,42.18,759,126,0,126,339600,True,0.017,0
battery-n50,50,32,6000,42.18,759,126,224400,224400,339600,True,0.017,223641
battery-n50,50,33,6000,42.18,717,111,0,111,350400,True,0.017,0
battery-n50,50,33,6000,42.18,717,111,231600,231600,350400,True,0.017,230883
battery-n50,50,34,6000,42.18,675,96,0,96,361200,True,0.016,0
battery-n50,50,34,6000,42.18,675,96,238800,238800,361200,True,0.016,238125
battery-n50,50,35,6000,42.18,633,82,0,82,372000,True,0.016,0
battery-n50,50,35,6000,42.18,633,82,246000,246000,372000,True,0.016,245367
battery-n50,50,36,6000,42.18,590,72,0,72,382800,True,0.015,0
battery-n50,50,36,6000,42.18,590,72,253200,253200,382800,True,0.015,252610
battery-n50,50,37,6000,42.18,548,62,0,62,393600,True,0.015,0
battery-n50,50,37,6000,42.18,548,62,260400,260400,393600,True,0.015,259852
battery-n50,50,38,6000,42.18,506,52,0,52,404400,True,0.015,0
battery-n50,50,38,6000,42.18,506,52,267600,267600,404400,True,0.015,267094
battery-n50,50,39,6000,42.18,464,43,0,43,415200,True,0.014,0
battery-n50,50,39,6000,42.18,464,43,274800,274800,415200,True,0.014,274336
battery-n50,50,40,6000,42.18,422,34,0,34,426000,True,0.014,0
battery-n50,50,40,6000,42.18,422,34,282000,282000,426000,True,0.014,281578
battery-n100,100,1,12000,25.1,2485,3371,0,3371,-1200,False,1.111,886
battery-n100,100,1,12000,25.1,2485,3371,0,3371,-1200,False,1.111,886
battery-n100,100,2,12000,25.1,2460,2601,0,2601,9600,True,0.556,141
battery-n100,100,2,12000,25.1,2460,2601,2400,2601,9600,True,0.556,141
battery-n100,100,3,12000,25.1,2435,2412,0,2412,20400,True,0.37,0
battery-n100,100,3,12000,25.1,2435,2412,9600,9600,20400,True,0.37,7165
battery-n100,100,4,12000,25.1,2410,2238,0,2238,31200,True,0.278,0
battery-n100,100,4,12000,25.1,2410,2238,16800,16800,31200,True,0.278,14390
battery-n100,100,5,12000,25.1,2384,2092,0,2092,42000,True,0.222,0
battery-n100,100,5,12000,25.1,2384,2092,24000,24000,42000,True,0.222,21616
battery-n100,100,6,12000,25.1,2359,1972,0,1972,52800,True,0.185,0
battery-n100,100,6,12000,25.1,2359,1972,31200,31200,52800,True,0.185,28841
battery-n100,100,7,12000,25.1,2334,1880,0,1880,63600,True,0.159,0
battery-n100,100,7,12000,25.1,2334,1880,38400,38400,63600,True,0.159,36066
battery-n100,100,8,12000,25.1,2309,1792,0,1792,74400,True,0.139,0
battery-n100,100,8,12000,25.1,2309,1792,45600,45600,74400,True,0.139,43291
battery-n100,100,9,12000,25.1,2284,1711,0,1711,85200,True,0.123,0
battery-n100,100,9,12000,25.1,2284,1711,52800,52800,85200,True,0.123,50516
battery-n100,100,10,12000,25.1,2259,1635,0,1635,96000,True,0.111,0
battery-n100,100,10,12000,25.1,2259,1635,60000,60000,96000,True,0.111,57741
battery-n100,100,11,12000,25.1,2234,1568,0,1568,106800,True,0.101,0
battery-n100,100,11,12000,25.1,2234,1568,67200,67200,106800,True,0.101,64966
battery-n100,100,12,12000,25.1,2209,1504,0,1504,117600,True,0.093,0
battery-n100,100,12,12000,25.1,2209,1504,74400,74400,117600,True,0.093,72191
battery-n100,100,13,12000,25.1,2184,1443,0,1443,128400,True,0.085,0
battery-n100,100,13,12000,25.1,2184,1443,81600,81600,128400,True,0.085,79416
battery-n100,100,14,12000,25.1,2159,1390,0,1390,139200,True,0.079,0
battery-n100,100,14,12000,25.1,2159,1390,88800,88800,139200,True,0.079,86641
battery-n100,100,15,12000,25.1,2133,1341,0,1341,150000,True,0.074,0
battery-n100,100,15,12000,25.1,2133,1341,96000,96000,150000,True,0.074,93866
battery-n100,100,16,12000,25.1,2108,1292,0,1292,160800,True,0.069,0
battery-n100,100,16,12000,25.1,2108,1292,103200,103200,160800,True,0.069,101092
battery-n100,100,17,12000,25.1,2083,1242,0,1242,171600,True,0.065,0
battery-n100,100,17,12000,25.1,2083,1242,110400,110400,171600,True,0.065,108317
battery-n100,100,18,12000,25.1,2058,1198,0,1198,182400,True,0.062,0
battery-n100,100,18,12000,25.1,2058,1198,117600,117600,182400,True,0.062,115542
battery-n100,100,19,12000,25.1,2033,1155,0,1155,193200,True,0.058,0
battery-n100,100,19,12000,25.1,2033,1155,124800,124800,193200,True,0.058,122767
battery-n100,100,20,12000,25.1,2008,1116,0,1116,204000,True,0.056,0
battery-n100,100,20,12000,25.1,2008,1116,132000,132000,204000,True,0.056,129992
battery-n100,100,21,12000,25.1,1983,1077,0,1077,214800,True,0.053,0
battery-n100,100,21,12000,25.1,1983,1077,139200,139200,214800,True,0.053,137217
battery-n100,100,22,12000,25.1,1958,1038,0,1038,225600,True,0.051,0
battery-n100,100,22,12000,25.1,1958,1038,146400,146400,225600,True,0.051,144442
battery-n100,100,23,12000,25.1,1933,1002,0,1002,236400,True,0.048,0
battery-n100,100,23,12000,25.1,1933,1002,153600,153600,236400,True,0.048,151667
battery-n100,100,24,12000,25.1,1908,966,0,966,247200,True,0.046,0
battery-n100,100,24,12000,25.1,1908,966,160800,160800,247200,True,0.046,158892
battery-n100,100,25,12000,25.1,1882,931,0,931,258000,True,0.044,0
battery-n100,100,25,12000,25.1,1882,931,168000,168000,258000,True,0.044,166118
battery-n100,100,26,12000,25.1,1857,898,0,898,268800,True,0.043,0
battery-n100,100,26,12000,25.1,1857,898,175200,175200,268800,True,0.043,173343
battery-n100,100,27,12000,25.1,1832,867,0,867,279600,True,0.041,0
battery-n100,100,27,12000,25.1,1832,867,182400,182400,279600,True,0.041,180568
battery-n100,100,28,12000,25.1,1807,837,0,837,290400,True,0.04,0
battery-n100,100,28,12000,25.1,1807,837,189600,189600,290400,True,0.04,187793
battery-n100,100,29,12000,25.1,1782,806,0,806,301200,True,0.038,0
battery-n100,100,29,12000,25.1,1782,806,196800,196800,301200,True,0.038,195018
battery-n100,100,30,12000,25.1,1757,778,0,778,312000,True,0.037,0
battery-n100,100,30,12000,25.1,1757,778,204000,204000,312000,True,0.037,202243
battery-n100,100,31,12000,25.1,1732,750,0,750,322800,True,0.036,0
battery-n100,100,31,12000,25.1,1732,750,211200,211200,322800,True,0.036,209468
battery-n100,100,32,12000,25.1,1707,722,0,722,333600,True,0.035,0
battery-n100,100,32,12000,25.1,1707,722,218400,218400,333600,True,0.035,216693
battery-n100,100,33,12000,25.1,1682,696,0,696,344400,True,0.034,0
battery-n100,100,33,12000,25.1,1682,696,225600,225600,344400,True,0.034,223918
battery-n100,100,34,12000,25.1,1657,670,0,670,355200,True,0.033,0
battery-n100,100,34,12000,25.1,1657,670,232800,232800,355200,True,0.033,231143
battery-n100,100,35,12000,25.1,1631,645,0,645,366000,True,0.032,0
battery-n100,100,35,12000,25.1,1631,645,240000,240000,366000,True,0.032,238368
battery-n100,100,36,12000,25.1,1606,620,0,620,376800,True,0.031,0
battery-n100,100,36,12000,25.1,1606,620,247200,247200,376800,True,0.031,245594
battery-n100,100,37,12000,25.1,1581,595,0,595,387600,True,0.03,0
battery-n100,100,37,12000,25.1,1581,595,254400,254400,387600,True,0.03,252819
battery-n100,100,38,12000,25.1,1556,572,0,572,398400,True,0.029,0
battery-n100,100,38,12000,25.1,1556,572,261600,261600,398400,True,0.029,260044
battery-n100,100,39,12000,25.1,1531,550,0,550,409200,True,0.028,0
battery-n100,100,39,12000,25.1,1531,550,268800,268800,409200,True,0.028,267269
battery-n100,100,40,12000,25.1,1506,528,0,528,420000,True,0.028,0
battery-n100,100,40,12000,25.1,1506,528,276000,276000,420000,True,0.028,274494
battery-n200,200,1,24000,17.74,3531,5900,0,5900,-13200,False,2.222,2369
battery-n200,200,1,24000,17.74,3531,5900,0,5900,-13200,False,2.222,2369
battery-n200,200,2,24000,17.74,3513,5130,0,5130,-2400,False,1.111,1617
battery-n200,200,2,24000,17.74,3513,5130,0,5130,-2400,False,1.111,1617
battery-n200,200,3,24000,17.74,3495,4730,0,4730,8400,True,0.741,1234
battery-n200,200,3,24000,17.74,3495,4730,0,4730,8400,True,0.741,1234
battery-n200,200,4,24000,17.74,3478,4541,0,4541,19200,True,0.556,1063
battery-n200,200,4,24000,17.74,3478,4541,4800,4800,19200,True,0.556,1322
battery-n200,200,5,24000,17.74,3460,4404,0,4404,30000,True,0.444,945
battery-n200,200,5,24000,17.74,3460,4404,12000,12000,30000,True,0.444,8540
battery-n200,200,6,24000,17.74,3442,4292,0,4292,40800,True,0.37,850
battery-n200,200,6,24000,17.74,3442,4292,19200,19200,40800,True,0.37,15758
battery-n200,200,7,24000,17.74,3424,4199,0,4199,51600,True,0.317,774
battery-n200,200,7,24000,17.74,3424,4199,26400,26400,51600,True,0.317,22976
battery-n200,200,8,24000,17.74,3407,4108,0,4108,62400,True,0.278,701
battery-n200,200,8,24000,17.74,3407,4108,33600,33600,62400,True,0.278,30193
battery-n200,200,9,24000,17.74,3389,4020,0,4020,73200,True,0.247,631
battery-n200,200,9,24000,17.74,3389,4020,40800,40800,73200,True,0.247,37411
battery-n200,200,10,24000,17.74,3371,3935,0,3935,84000,True,0.222,563
battery-n200,200,10,24000,17.74,3371,3935,48000,48000,84000,True,0.222,44629
battery-n200,200,11,24000,17.74,3354,3853,0,3853,94800,True,0.202,499
battery-n200,200,11,24000,17.74,3354,3853,55200,55200,94800,True,0.202,51846
battery-n200,200,12,24000,17.74,3336,3773,0,3773,105600,True,0.185,437
battery-n200,200,12,24000,17.74,3336,3773,62400,62400,105600,True,0.185,59064
battery-n200,200,13,24000,17.74,3318,3694,0,3694,116400,True,0.171,376
battery-n200,200,13,24000,17.74,3318,3694,69600,69600,116400,True,0.171,66282
battery-n200,200,14,24000,17.74,3300,3618,0,3618,127200,True,0.159,318
battery-n200,200,14,24000,17.74,3300,3618,76800,76800,127200,True,0.159,73500
battery-n200,200,15,24000,17.74,3283,3542,0,3542,138000,True,0.148,259
battery-n200,200,15,24000,17.74,3283,3542,84000,84000,138000,True,0.148,80717
battery-n200,200,16,24000,17.74,3265,3472,0,3472,148800,True,0.139,207
battery-n200,200,16,24000,17.74,3265,3472,91200,91200,148800,True,0.139,87935
battery-n200,200,17,24000,17.74,3247,3406,0,3406,159600,True,0.131,159
battery-n200,200,17,24000,17.74,3247,3406,98400,98400,159600,True,0.131,95153
battery-n200,200,18,24000,17.74,3229,3339,0,3339,170400,True,0.123,110
battery-n200,200,18,24000,17.74,3229,3339,105600,105600,170400,True,0.123,102371
battery-n200,200,19,24000,17.74,3212,3274,0,3274,181200,True,0.117,63
battery-n200,200,19,24000,17.74,3212,3274,112800,112800,181200,True,0.117,109588
battery-n200,200,20,24000,17.74,3194,3214,0,3214,192000,True,0.111,20
battery-n200,200,20,24000,17.74,3194,3214,120000,120000,192000,True,0.111,116806
battery-n200,200,21,24000,17.74,3176,3154,0,3154,202800,True,0.106,0
battery-n200,200,21,24000,17.74,3176,3154,127200,127200,202800,True,0.106,124024
battery-n200,200,22,24000,17.74,3158,3102,0,3102,213600,True,0.101,0
battery-n200,200,22,24000,17.74,3158,3102,134400,134400,213600,True,0.101,131242
battery-n200,200,23,24000,17.74,3141,3049,0,3049,224400,True,0.097,0
battery-n200,200,23,24000,17.74,3141,3049,141600,141600,224400,True,0.097,138459
battery-n200,200,24,24000,17.74,3123,2998,0,2998,235200,True,0.093,0
battery-n200,200,24,24000,17.74,3123,2998,148800,148800,235200,True,0.093,145677
battery-n200,200,25,24000,17.74,3105,2947,0,2947,246000,True,0.089,0
battery-n200,200,25,24000,17.74,3105,2947,156000,156000,246000,True,0.089,152895
battery-n200,200,26,24000,17.74,3087,2898,0,2898,256800,True,0.085,0
battery-n200,200,26,24000,17.74,3087,2898,163200,163200,256800,True,0.085,160113
battery-n200,200,27,24000,17.74,3070,2848,0,2848,267600,True,0.082,0
battery-n200,200,27,24000,17.74,3070,2848,170400,170400,267600,True,0.082,167330
battery-n200,200,28,24000,17.74,3052,2799,0,2799,278400,True,0.079,0
battery-n200,200,28,24000,17.74,3052,2799,177600,177600,278400,True,0.079,174548
battery-n200,200,29,24000,17.74,3034,2755,0,2755,289200,True,0.077,0
battery-n200,200,29,24000,17.74,3034,2755,184800,184800,289200,True,0.077,181766
battery-n200,200,30,24000,17.74,3016,2710,0,2710,300000,True,0.074,0
battery-n200,200,30,24000,17.74,3016,2710,192000,192000,300000,True,0.074,188984
battery-n200,200,31,24000,17.74,2999,2667,0,2667,310800,True,0.072,0
battery-n200,200,31,24000,17.74,2999,2667,199200,199200,310800,True,0.072,196201
battery-n200,200,32,24000,17.74,2981,2624,0,2624,321600,True,0.069,0
battery-n200,200,32,24000,17.74,2981,2624,206400,206400,321600,True,0.069,203419
battery-n200,200,33,24000,17.74,2963,2581,0,2581,332400,True,0.067,0
battery-n200,200,33,24000,17.74,2963,2581,213600,213600,332400,True,0.067,210637
battery-n200,200,34,24000,17.74,2945,2539,0,2539,343200,True,0.065,0
battery-n200,200,34,24000,17.74,2945,2539,220800,220800,343200,True,0.065,217855
battery-n200,200,35,24000,17.74,2928,2498,0,2498,354000,True,0.063,0
battery-n200,200,35,24000,17.74,2928,2498,228000,228000,354000,True,0.063,225072
battery-n200,200,36,24000,17.74,2910,2457,0,2457,364800,True,0.062,0
battery-n200,200,36,24000,17.74,2910,2457,235200,235200,364800,True,0.062,232290
battery-n200,200,37,24000,17.74,2892,2417,0,2417,375600,True,0.06,0
battery-n200,200,37,24000,17.74,2892,2417,242400,242400,375600,True,0.06,239508
battery-n200,200,38,24000,17.74,2874,2378,0,2378,386400,True,0.058,0
battery-n200,200,38,24000,17.74,2874,2378,249600,249600,386400,True,0.058,246726
battery-n200,200,39,24000,17.74,2857,2340,0,2340,397200,True,0.057,0
battery-n200,200,39,24000,17.74,2857,2340,256800,256800,397200,True,0.057,253943
battery-n200,200,40,24000,17.74,2839,2302,0,2302,408000,True,0.056,0
battery-n200,200,40,24000,17.74,2839,2302,264000,264000,408000,True,0.056,261161
battery-n400,400,1,48000,14.04,5602,9530,0,9530,-37200,False,4.444,3928
battery-n400,400,1,48000,14.04,5602,9530,0,9530,-37200,False,4.444,3928
battery-n400,400,2,48000,14.04,5588,8936,0,8936,-26400,False,2.222,3348
battery-n400,400,2,48000,14.04,5588,8936,0,8936,-26400,False,2.222,3348
battery-n400,400,3,48000,14.04,5574,8453,0,8453,-15600,False,1.481,2879
battery-n400,400,3,48000,14.04,5574,8453,0,8453,-15600,False,1.481,2879
battery-n400,400,4,48000,14.04,5560,8053,0,8053,-4800,False,1.111,2493
battery-n400,400,4,48000,14.04,5560,8053,0,8053,-4800,False,1.111,2493
battery-n400,400,5,48000,14.04,5546,7666,0,7666,6000,False,0.889,2121
battery-n400,400,5,48000,14.04,5546,7666,0,7666,6000,False,0.889,2121
battery-n400,400,6,48000,14.04,5532,7477,0,7477,16800,True,0.741,1946
battery-n400,400,6,48000,14.04,5532,7477,0,7477,16800,True,0.741,1946
battery-n400,400,7,48000,14.04,5518,7314,0,7314,27600,True,0.635,1797
battery-n400,400,7,48000,14.04,5518,7314,2400,7314,27600,True,0.635,1797
battery-n400,400,8,48000,14.04,5503,7178,0,7178,38400,True,0.556,1675
battery-n400,400,8,48000,14.04,5503,7178,9600,9600,38400,True,0.556,4097
battery-n400,400,9,48000,14.04,5489,7066,0,7066,49200,True,0.494,1577
battery-n400,400,9,48000,14.04,5489,7066,16800,16800,49200,True,0.494,11311
battery-n400,400,10,48000,14.04,5475,6973,0,6973,60000,True,0.444,1497
battery-n400,400,10,48000,14.04,5475,6973,24000,24000,60000,True,0.444,18525
battery-n400,400,11,48000,14.04,5461,6881,0,6881,70800,True,0.404,1420
battery-n400,400,11,48000,14.04,5461,6881,31200,31200,70800,True,0.404,25739
battery-n400,400,12,48000,14.04,5447,6800,0,6800,81600,True,0.37,1352
battery-n400,400,12,48000,14.04,5447,6800,38400,38400,81600,True,0.37,32953
battery-n400,400,13,48000,14.04,5433,6721,0,6721,92400,True,0.342,1288
battery-n400,400,13,48000,14.04,5433,6721,45600,45600,92400,True,0.342,40167
battery-n400,400,14,48000,14.04,5419,6645,0,6645,103200,True,0.317,1226
battery-n400,400,14,48000,14.04,5419,6645,52800,52800,103200,True,0.317,47381
battery-n400,400,15,48000,14.04,5405,6573,0,6573,114000,True,0.296,1168
battery-n400,400,15,48000,14.04,5405,6573,60000,60000,114000,True,0.296,54595
battery-n400,400,16,48000,14.04,5391,6504,0,6504,124800,True,0.278,1113
battery-n400,400,16,48000,14.04,5391,6504,67200,67200,124800,True,0.278,61809
battery-n400,400,17,48000,14.04,5377,6435,0,6435,135600,True,0.261,1058
battery-n400,400,17,48000,14.04,5377,6435,74400,74400,135600,True,0.261,69023
battery-n400,400,18,48000,14.04,5363,6368,0,6368,146400,True,0.247,1005
battery-n400,400,18,48000,14.04,5363,6368,81600,81600,146400,True,0.247,76237
battery-n400,400,19,48000,14.04,5349,6302,0,6302,157200,True,0.234,953
battery-n400,400,19,48000,14.04,5349,6302,88800,88800,157200,True,0.234,83451
battery-n400,400,20,48000,14.04,5335,6236,0,6236,168000,True,0.222,901
battery-n400,400,20,48000,14.04,5335,6236,96000,96000,168000,True,0.222,90665
battery-n400,400,21,48000,14.04,5321,6171,0,6171,178800,True,0.212,850
battery-n400,400,21,48000,14.04,5321,6171,103200,103200,178800,True,0.212,97879
battery-n400,400,22,48000,14.04,5307,6106,0,6106,189600,True,0.202,800
battery-n400,400,22,48000,14.04,5307,6106,110400,110400,189600,True,0.202,105093
battery-n400,400,23,48000,14.04,5293,6046,0,6046,200400,True,0.193,753
battery-n400,400,23,48000,14.04,5293,6046,117600,117600,200400,True,0.193,112307
battery-n400,400,24,48000,14.04,5279,5986,0,5986,211200,True,0.185,708
battery-n400,400,24,48000,14.04,5279,5986,124800,124800,211200,True,0.185,119521
battery-n400,400,25,48000,14.04,5265,5928,0,5928,222000,True,0.178,663
battery-n400,400,25,48000,14.04,5265,5928,132000,132000,222000,True,0.178,126735
battery-n400,400,26,48000,14.04,5251,5874,0,5874,232800,True,0.171,623
battery-n400,400,26,48000,14.04,5251,5874,139200,139200,232800,True,0.171,133949
battery-n400,400,27,48000,14.04,5237,5820,0,5820,243600,True,0.165,583
battery-n400,400,27,48000,14.04,5237,5820,146400,146400,243600,True,0.165,141163
battery-n400,400,28,48000,14.04,5223,5767,0,5767,254400,True,0.159,544
battery-n400,400,28,48000,14.04,5223,5767,153600,153600,254400,True,0.159,148377
battery-n400,400,29,48000,14.04,5209,5715,0,5715,265200,True,0.153,506
battery-n400,400,29,48000,14.04,5209,5715,160800,160800,265200,True,0.153,155591
battery-n400,400,30,48000,14.04,5195,5663,0,5663,276000,True,0.148,468
battery-n400,400,30,48000,14.04,5195,5663,168000,168000,276000,True,0.148,162805
battery-n400,400,31,48000,14.04,5181,5612,0,5612,286800,True,0.143,432
battery-n400,400,31,48000,14.04,5181,5612,175200,175200,286800,True,0.143,170019
battery-n400,400,32,48000,14.04,5167,5562,0,5562,297600,True,0.139,396
battery-n400,400,32,48000,14.04,5167,5562,182400,182400,297600,True,0.139,177233
battery-n400,400,33,48000,14.04,5152,5513,0,5513,308400,True,0.135,360
battery-n400,400,33,48000,14.04,5152,5513,189600,189600,308400,True,0.135,184448
battery-n400,400,34,48000,14.04,5138,5463,0,5463,319200,True,0.131,325
battery-n400,400,34,48000,14.04,5138,5463,196800,196800,319200,True,0.131,191662
battery-n400,400,35,48000,14.04,5124,5414,0,5414,330000,True,0.127,290
battery-n400,400,35,48000,14.04,5124,5414,204000,204000,330000,True,0.127,198876
battery-n400,400,36,48000,14.04,5110,5365,0,5365,340800,True,0.123,254
battery-n400,400,36,48000,14.04,5110,5365,211200,211200,340800,True,0.123,206090
battery-n400,400,37,48000,14.04,5096,5316,0,5316,351600,True,0.12,219
battery-n400,400,37,48000,14.04,5096,5316,218400,218400,351600,True,0.12,213304
battery-n400,400,38,48000,14.04,5082,5268,0,5268,362400,True,0.117,186
battery-n400,400,38,48000,14.04,5082,5268,225600,225600,362400,True,0.117,220518
battery-n400,400,39,48000,14.04,5068,5221,0,5221,373200,True,0.114,153
battery-n400,400,39,48000,14.04,5068,5221,232800,232800,373200,True,0.114,227732
battery-n400,400,40,48000,14.04,5054,5175,0,5175,384000,True,0.111,121
battery-n400,400,40,48000,14.04,5054,5175,240000,240000,384000,True,0.111,234946
battery-n800,800,1,96000,11.37,9088,14989,0,14989,-85200,False,8.889,5901
battery-n800,800,1,96000,11.37,9088,14989,0,14989,-85200,False,8.889,5901
battery-n800,800,2,96000,11.37,9076,14551,0,14551,-74400,False,4.444,5474
battery-n800,800,2,96000,11.37,9076,14551,0,14551,-74400,False,4.444,5474
battery-n800,800,3,96000,11.37,9065,14138,0,14138,-63600,False,2.963,5073
battery-n800,800,3,96000,11.37,9065,14138,0,14138,-63600,False,2.963,5073
battery-n800,800,4,96000,11.37,9054,13738,0,13738,-52800,False,2.222,4684
battery-n800,800,4,96000,11.37,9054,13738,0,13738,-52800,False,2.222,4684
battery-n800,800,5,96000,11.37,9042,13370,0,13370,-42000,False,1.778,4328
battery-n800,800,5,96000,11.37,9042,13370,0,13370,-42000,False,1.778,4328
battery-n800,800,6,96000,11.37,9031,13171,0,13171,-31200,False,1.481,4140
battery-n800,800,6,96000,11.37,9031,13171,0,13171,-31200,False,1.481,4140
battery-n800,800,7,96000,11.37,9019,12982,0,12982,-20400,False,1.27,3962
battery-n800,800,7,96000,11.37,9019,12982,0,12982,-20400,False,1.27,3962
battery-n800,800,8,96000,11.37,9008,12845,0,12845,-9600,False,1.111,3837
battery-n800,800,8,96000,11.37,9008,12845,0,12845,-9600,False,1.111,3837
battery-n800,800,9,96000,11.37,8997,12709,0,12709,1200,False,0.988,3712
battery-n800,800,9,96000,11.37,8997,12709,0,12709,1200,False,0.988,3712
battery-n800,800,10,96000,11.37,8985,12597,0,12597,12000,False,0.889,3612
battery-n800,800,10,96000,11.37,8985,12597,0,12597,12000,False,0.889,3612
battery-n800,800,11,96000,11.37,8974,12494,0,12494,22800,True,0.808,3520
battery-n800,800,11,96000,11.37,8974,12494,0,12494,22800,True,0.808,3520
battery-n800,800,12,96000,11.37,8963,12392,0,12392,33600,True,0.741,3429
battery-n800,800,12,96000,11.37,8963,12392,0,12392,33600,True,0.741,3429
battery-n800,800,13,96000,11.37,8951,12300,0,12300,44400,True,0.684,3348
battery-n800,800,13,96000,11.37,8951,12300,0,12300,44400,True,0.684,3348
battery-n800,800,14,96000,11.37,8940,12208,0,12208,55200,True,0.635,3268
battery-n800,800,14,96000,11.37,8940,12208,4800,12208,55200,True,0.635,3268
battery-n800,800,15,96000,11.37,8928,12116,0,12116,66000,True,0.593,3188
battery-n800,800,15,96000,11.37,8928,12116,12000,12116,66000,True,0.593,3188
