instance,n,axis,cell,strategy,balance_arm,span_coef,seed,k,drops,travel_sec,balance,sigma_t_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
reference-n1607,1607,config,tmin-scaled,spatial_term,tmin-scaled,0,2,25,0,59086,0.748,822,87,0.348,85.04,0.235,0.933,0.714,32030,9720,122.65,0.59,1.679,2.661,117.342,0.006
reference-n1607,1607,config,tmin-scaled,spatial_term,tmin-scaled,0,3,25,0,59086,0.748,822,87,0.348,85.04,0.235,0.933,0.714,32030,9720,122.66,0.597,1.704,2.675,117.328,0.006
reference-n1607,1607,config,service-floor,spatial_term,service-floor,0,1,34,0,96402,0.117,1400,37,0.765,250.41,0.333,0.788,0.525,69499,54480,122.63,0.6,1.673,2.68,117.323,0.006
reference-n1607,1607,config,service-floor,spatial_term,service-floor,0,2,34,0,96383,0.117,1394,36,0.765,250.41,0.333,0.788,0.525,69480,54480,122.68,0.592,1.715,2.65,117.354,0.006
reference-n1607,1607,config,service-floor,spatial_term,service-floor,0,3,34,0,96378,0.117,1399,37,0.765,250.41,0.333,0.788,0.525,69475,54480,122.64,0.591,1.692,2.669,117.337,0.006
reference-n1607,1607,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,1,25,0,59086,0.785,822,87,0.348,85.04,0.235,0.933,0.714,32030,9720,122.66,0.599,1.691,2.648,117.353,0.006
reference-n1607,1607,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,2,25,0,59086,0.785,822,87,0.348,85.04,0.235,0.933,0.714,32030,9720,122.64,0.59,1.697,2.667,117.33,0.006
reference-n1607,1607,config,tmin-scaled+exempt-last,spatial_term,tmin-scaled+exempt-last,0,3,25,0,59086,0.785,822,87,0.348,85.04,0.235,0.933,0.714,32030,9720,122.66,0.597,1.694,2.64,117.362,0.006
reference-n1607,1607,config,span-c100,spatial_term,actual,100,1,24,0,58273,0.839,427,64,0.33,87.5,0.232,0.969,0.744,31199,8161,122.67,0.591,1.699,3.905,116.101,0.006
reference-n1607,1607,config,span-c100,spatial_term,actual,100,2,24,0,58273,0.839,427,66,0.33,87.5,0.232,0.969,0.744,31199,8161,122.64,0.593,1.68,3.932,116.071,0.006
reference-n1607,1607,config,span-c100,spatial_term,actual,100,3,24,0,58273,0.839,427,66,0.33,87.5,0.232,0.969,0.744,31199,8161,122.66,0.59,1.687,3.896,116.107,0.006
reference-n1607,1607,algo,global,global,actual,0,1,24,0,54774,0.838,415,86,0.661,74.25,0.221,0.955,0.744,27700,7560,120.95,0.591,0.003,1.433,118.569,0.006
reference-n1607,1607,algo,global,global,actual,0,2,24,0,54810,0.838,425,87,0.661,74.46,0.221,0.955,0.744,27736,7560,121.07,0.595,0.003,1.439,118.564,0.009
reference-n1607,1607,algo,global,global,actual,0,3,24,0,54810,0.838,425,87,0.661,74.46,0.221,0.955,0.744,27736,7560,121.25,0.73,0.004,1.495,118.596,0.007
reference-n1607,1607,algo,greedy,greedy,actual,0,1,24,0,63071,0.93,196,102,0.73,166.46,0.246,0.987,0.744,35997,9600,0.15,0.0,0.0,0.0,0.0,0.0
reference-n1607,1607,algo,greedy,greedy,actual,0,2,24,0,63071,0.93,196,102,0.73,166.46,0.246,0.987,0.744,35997,9600,0.15,0.0,0.0,0.0,0.0,0.0
reference-n1607,1607,algo,greedy,greedy,actual,0,3,24,0,63071,0.93,196,102,0.73,166.46,0.246,0.987,0.744,35997,9600,0.14,0.0,0.0,0.0,0.0,0.0
