instance,n,axis,cell,strategy,balance_arm,soft_lower_penalty,soft_upper_target,span_coef,spatial_span_coef,stops_floor_penalty,max_vehicles_forced,max_vehicles,exempt_lower_vehicle,exempt_upper_vehicle,exempt_vehicles_inactive,time_global_span_coef,post_resequence,arc_lambda,arc_tau,arc_coef,cluster_neighbors,cluster_count,vehicles_per_cluster,warm_start,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,short_routes,travel_sec,balance,balance_excl_min,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings_chord,crossings_road,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec,two_opt_gap
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,13,,,0,0,True,0.0,46.7,1,,,,,2,1,per-start,120,6,0,0,0,13316,0.874,0.942,465,9276,10445,10619,18,12,0.32,42.0,0.217,0.946,0.741,7784,7477,5839,120,120.3,0.04,0.104,0.211,119.844,0.002,0.0
battery-n400,400,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,13,,,0,0,True,0.0,46.7,1,,,,,3,1,per-start,120,6,0,0,0,11659,0.836,0.893,606,8837,10222,10575,28,20,0.47,9.67,0.195,0.921,0.741,6127,7477,4182,0,120.27,0.039,0.103,0.214,119.786,0.002,0.0
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,20,,,0,0,True,0.0,35.4,1,,,,,1,1,per-start,120,12,0,0,0,18870,0.752,0.775,825,7905,9856,10518,54,32,0.22,29.83,0.164,0.886,0.741,9907,12392,6478,480,120.81,0.17,0.42,0.766,119.26,0.003,0.0
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,20,,,0,0,True,0.0,35.4,1,,,,,2,1,per-start,120,12,0,0,0,20103,0.677,0.85,863,7166,10078,10591,37,32,0.42,70.83,0.173,0.896,0.741,11140,12392,7711,1320,120.76,0.145,0.417,0.761,119.241,0.004,0.0
battery-n800,800,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,20,,,0,0,True,0.0,35.4,1,,,,,3,1,per-start,120,12,0,0,0,19460,0.775,0.819,661,8001,9850,10321,44,29,0.34,51.67,0.169,0.891,0.741,10497,12392,7068,360,120.77,0.152,0.413,0.742,119.259,0.003,0.0
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,24,,,0,0,True,0.0,34.7,1,,,,,1,1,per-start,120,15,0,0,0,23969,0.413,0.799,1511,4424,9928,10717,40,27,0.51,57.0,0.166,0.889,0.741,13017,15438,8531,4080,121.17,0.232,0.655,1.122,118.88,0.004,0.0
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,24,,,0,0,True,0.0,34.7,1,,,,,2,1,per-start,120,14,0,0,0,24955,0.897,0.935,280,9581,10460,10679,37,33,0.49,76.71,0.172,0.959,0.794,13992,15529,9426,0,121.11,0.227,0.646,1.124,118.877,0.004,0.0
battery-n1000,1000,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,24,,,0,0,True,0.0,34.7,1,,,,,3,1,per-start,120,15,0,0,0,24685,0.607,0.766,1052,6414,9986,10569,63,61,0.51,43.27,0.171,0.893,0.741,13733,15438,9247,2760,121.13,0.234,0.641,1.125,118.878,0.004,0.0
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,11,,,0,0,True,0.0,85.8,1,,,,,1,1,per-start,120,5,0,0,0,14694,0.676,0.69,1531,6999,9936,10355,10,3,0.17,10.2,0.329,0.828,0.556,6284,11132,3562,6120,120.14,0.015,0.041,0.091,119.935,0.001,0.0
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,11,,,0,0,True,0.0,85.8,1,,,,,2,1,per-start,120,5,0,0,0,14030,0.636,0.77,1297,6733,9092,10590,7,5,0.06,4.2,0.319,0.815,0.556,5620,11132,2898,6000,120.11,0.014,0.042,0.088,119.913,0.001,0.0
battery-sparse-n250,250,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,11,,,0,0,True,0.0,85.8,1,,,,,3,1,per-start,120,5,0,0,0,14932,0.685,0.92,1104,6841,9405,9985,8,4,0.27,12.0,0.332,0.832,0.556,6522,11132,3800,6000,120.12,0.014,0.048,0.089,119.912,0.001,0.0
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,15,,,0,0,True,0.0,56.9,1,,,,,1,1,per-start,120,8,0,0,0,19166,0.871,0.898,449,9092,9886,10443,15,6,0.26,34.25,0.242,0.916,0.694,9704,13517,5649,600,120.34,0.055,0.162,0.322,119.679,0.002,0.0
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,15,,,0,0,True,0.0,56.9,1,,,,,2,1,per-start,120,8,0,0,0,20248,0.872,0.921,401,9174,10121,10517,22,7,0.43,34.75,0.252,0.929,0.694,10786,13517,6731,480,120.36,0.06,0.163,0.327,119.676,0.002,0.0
battery-sparse-n500,500,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,15,,,0,0,True,0.0,56.9,1,,,,,3,1,per-start,120,8,0,0,0,19922,0.832,0.864,618,8902,10194,10697,17,6,0.32,32.62,0.249,0.925,0.694,10460,13517,6405,840,120.34,0.06,0.161,0.316,119.686,0.002,0.0
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,8,,,0,0,True,0.0,48.1,1,,,,,1,1,per-start,120,3,0,0,0,4343,0.844,0.955,543,6991,7909,8283,3,3,0.05,4.0,0.187,0.715,0.581,1960,3618,725,2760,120.06,0.006,0.017,0.051,119.95,0.001,0.0
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,8,,,0,0,True,0.0,48.1,1,,,,,2,1,per-start,120,3,0,0,0,4350,0.845,0.955,540,6998,7909,8283,3,4,0.05,4.0,0.188,0.716,0.581,1967,3618,732,2760,120.06,0.006,0.017,0.054,119.947,0.001,0.0
area-26-n157,157,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,8,,,0,0,True,0.0,48.1,1,,,,,3,1,per-start,120,3,0,0,0,4320,0.824,0.946,615,6890,7909,8361,3,4,0.05,4.0,0.187,0.715,0.581,1937,3618,702,2760,120.02,0.006,0.016,0.05,119.919,0.001,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,7,,,0,0,True,0.0,29.8,1,,,,,1,1,per-start,120,1,0,0,0,1456,1.0,1.0,0,10096,10096,10096,1,1,0.0,0.0,0.144,0.935,0.8,917,1303,153,0,120.03,0.001,0.004,0.016,119.984,0.0,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,7,,,0,0,True,0.0,29.8,1,,,,,2,1,per-start,120,1,0,0,0,1425,1.0,1.0,0,10065,10065,10065,3,4,0.0,0.0,0.142,0.932,0.8,886,1303,122,0,120.03,0.002,0.004,0.016,119.984,0.0,0.0
area-27-n72,72,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,7,,,0,0,True,0.0,29.8,1,,,,,3,1,per-start,120,1,0,0,0,1456,1.0,1.0,0,10096,10096,10096,1,1,0.0,0.0,0.144,0.935,0.8,917,1303,153,0,120.03,0.002,0.004,0.016,119.984,0.0,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,6,,,0,0,True,0.0,27.6,1,,,,,1,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.02,0.001,0.005,0.008,93.993,0.0,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,6,,,0,0,True,0.0,27.6,1,,,,,2,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.01,0.001,0.002,0.007,93.992,0.0,0.0
area-29-n43,43,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,6,,,0,0,True,0.0,27.6,1,,,,,3,1,per-start,94,1,0,0,0,956,1.0,1.0,0,6116,6116,6116,5,1,0.0,0.0,0.156,0.566,0.478,568,789,167,2040,94.02,0.001,0.002,0.007,93.993,0.0,0.0
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,36,,,0,0,True,0.0,44.1,1,,,,,1,1,per-start,120,25,0,1,1,52784,0.011,0.89,2011,120,10340,10665,39,49,0.39,105.44,0.215,0.91,0.714,25728,30823,21961,12000,122.76,0.616,1.704,2.87,117.134,0.007,0.0
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,36,,,0,0,True,0.0,44.1,1,,,,,2,1,per-start,120,25,0,1,1,51450,0.011,0.573,2161,120,10397,10756,45,47,0.38,66.56,0.211,0.905,0.714,24394,30823,20627,12240,122.71,0.611,1.701,2.76,117.229,0.006,0.0
reference-n1607,1607,config,no-floor-stops10,spatial_term,no-floor-stops10,10000,midpoint,0,3,10000,,36,,,0,0,True,0.0,44.1,1,,,,,3,1,per-start,120,25,0,1,1,50430,0.011,0.794,2038,120,10258,10743,35,21,0.45,75.92,0.207,0.901,0.714,23374,30823,19607,9720,122.68,0.599,1.689,2.754,117.249,0.007,0.0
