instance,n,axis,cell,strategy,balance_arm,span_coef,spatial_span_coef,max_vehicles_forced,time_global_span_coef,post_resequence,arc_lambda,arc_tau,seed,starts,budget_mode,start_time_limit_sec,k,drops,degenerate_routes,travel_sec,balance,sigma_t_sec,dur_min_sec,dur_median_sec,dur_max_sec,crossings,worst_iou,interleave_per_route,walk_ratio,saturation_mean,sat_estimated,relleno_sec,msf_k_sec,relleno_msf_sec,deficit_sec,wall_clock_sec,t_osrm_sec,t_model_build_sec,t_first_solution_sec,t_metaheuristic_sec,t_extraction_sec
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,59.0,4,5,total,24,4,0,0,7856,0.811,664,6962,8153,8588,2,0.074,8.0,0.247,0.738,0.556,4378,4541,3315,4800,120.3,0.015,0.199,0.476,119.528,0.006
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,46.7,4,5,total,24,6,0,0,13376,0.892,467,9584,10358,10741,6,0.332,25.33,0.218,0.947,0.741,7844,7477,5899,0,121.1,0.068,0.838,1.583,118.423,0.014
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,35.4,4,5,total,24,12,0,0,23417,0.638,1181,6850,10460,10737,21,0.318,60.08,0.196,0.921,0.741,14454,12392,11025,3240,123.91,0.214,3.29,5.763,114.249,0.024
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,34.7,4,5,total,24,15,0,0,29840,0.645,965,6950,10288,10769,34,0.359,68.73,0.199,0.925,0.741,18888,15438,14402,2760,126.0,0.333,5.18,8.969,111.055,0.028
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,85.8,4,5,total,24,5,0,0,15284,0.643,1302,6896,9066,10731,2,0.166,8.0,0.338,0.839,0.556,6874,11132,4152,6000,120.51,0.027,0.322,0.655,119.349,0.009
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,56.9,4,5,total,24,8,0,0,20763,0.911,329,9478,10245,10407,1,0.314,28.62,0.257,0.935,0.694,11301,13517,7246,1560,121.61,0.09,1.282,2.408,117.598,0.014
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,48.1,4,5,total,24,3,0,0,4250,0.793,764,6926,7426,8738,0,0.034,3.67,0.184,0.713,0.581,1867,3618,632,2760,120.22,0.016,0.124,0.33,119.672,0.005
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,29.8,4,5,total,24,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.09,0.005,0.033,0.115,119.887,0.002
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,27.6,4,5,total,18,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,90.05,0.001,0.012,0.051,89.958,0.001
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,44.1,4,5,total,24,25,0,1,63285,0.646,900,6954,10602,10764,38,0.446,76.16,0.247,0.949,0.714,36229,30823,32462,13320,135.48,0.931,13.546,22.322,97.753,0.049
battery-n50,50,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,112.6,5,5,total,21,1,0,0,3419,1.0,0,9419,9419,9419,0,0.0,0.0,0.363,0.872,0.556,1352,2746,673,1200,105.12,0.003,0.021,0.063,104.943,0.002
battery-n100,100,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,67.3,5,5,total,24,2,0,0,4260,0.645,1756,6374,8130,9886,0,0.03,5.0,0.262,0.752,0.556,1800,2601,1659,2400,120.11,0.003,0.051,0.164,119.839,0.003
battery-n200,200,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,59.0,5,5,total,24,4,0,0,8088,0.81,713,7207,7990,8902,2,0.074,4.25,0.252,0.742,0.556,4610,4541,3547,4800,120.31,0.017,0.206,0.463,119.538,0.006
battery-n400,400,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,46.7,5,5,total,24,6,0,0,12499,0.833,593,8837,10239,10614,5,0.101,7.67,0.207,0.934,0.741,6967,7477,5022,960,121.08,0.079,0.825,1.521,118.482,0.012
battery-n800,800,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,35.4,5,5,total,24,12,0,0,23986,0.617,1108,6648,10418,10768,20,0.466,67.08,0.2,0.926,0.741,15023,12392,11594,3241,124.01,0.234,3.349,5.559,114.459,0.024
battery-n1000,1000,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,34.7,5,5,total,24,15,0,0,29077,0.687,912,7383,10150,10742,27,0.601,88.33,0.195,0.92,0.741,18125,15438,13639,2880,126.15,0.339,5.296,8.587,111.441,0.031
battery-sparse-n250,250,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,85.8,5,5,total,24,5,0,0,15041,0.704,1046,7020,9245,9974,0,0.286,11.8,0.334,0.834,0.556,6631,11132,3909,6000,120.51,0.021,0.316,0.665,119.337,0.007
battery-sparse-n500,500,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,56.9,5,5,total,24,8,0,0,22155,0.888,402,9539,10462,10744,3,0.283,45.62,0.27,0.951,0.694,12693,13517,8638,1560,121.59,0.087,1.289,2.375,117.632,0.015
area-26-n157,157,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,48.1,5,5,total,24,3,0,0,4267,0.795,758,6943,7426,8738,0,0.034,3.67,0.185,0.713,0.581,1884,3618,649,2760,120.21,0.009,0.129,0.329,119.675,0.004
area-27-n72,72,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,29.8,5,5,total,24,1,0,0,1502,1.0,0,10142,10142,10142,0,0.0,0.0,0.148,0.939,0.8,963,1303,199,0,120.08,0.003,0.034,0.101,119.901,0.002
area-29-n43,43,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,27.6,5,5,total,18,1,0,0,999,1.0,0,6159,6159,6159,0,0.0,0.0,0.162,0.57,0.478,611,789,210,2040,90.06,0.002,0.017,0.049,89.955,0.002
reference-n1607,1607,config,feasible-floor-b095,spatial_term,feasible-floor-b095,0,3,,0,False,0.0,44.1,5,5,total,24,25,0,0,65051,0.696,746,7494,10670,10761,38,0.553,120.88,0.252,0.955,0.714,37995,30823,34228,12600,135.61,0.98,13.61,21.52,98.534,0.048
